student_ID,grade1,grade2,content_view,information_view,homework_view,discussion,gender,major,totalLearningTime,totalLearningFrequency
1142,1.272778091,1.898669981,119,3,12,10,female,science,60410,90
1143,1.539269842,2.103932197,24,2,10,19,female,sport,127330,23
1144,2.341523161,1.945718916,57,15,28,2,male,sport,68097,44
1145,1.180643747,1.782001616,76,21,24,17,female,science,126972,72
1146,1.779747078,2.00677663,42,12,15,4,female,literature,170602,42
1147,1.416966561,2.270854599,55,3,17,27,female,sport,74926,53
1148,2.511520437,1.871569948,21,7,11,7,male,sport,125452,21
1149,1.998103163,1.951653672,44,6,7,9,male,science,46035,39
1150,2.018824126,2.465263804,129,14,18,42,female,sport,257906,114
1151,1.305043321,2.0911122,60,2,30,48,female,science,127866,55
1152,2.043380427,1.976372028,90,9,5,32,male,literature,74903,85
1153,1.878403578,1.669180337,13,0,1,10,female,sport,93846,13
1154,1.311512044,2.385301138,68,4,5,9,female,science,129341,63
1155,1.685754846,1.89978427,47,10,18,29,female,science,76803,39
1156,1.25792779,2.041531191,112,1,10,10,female,science,17367,78
1157,1.296421912,2.167874588,26,7,6,7,female,literature,85619,23
1158,1.186896951,1.688756544,34,1,7,0,male,science,75137,26
1159,1.807226061,1.857959464,36,4,20,2,male,sport,71083,28
1160,0.954098383,2.132235055,55,0,14,29,female,science,85819,54
1161,1.87041658,1.676936882,94,3,7,9,female,science,110707,75
1162,1.79949669,1.894021497,55,14,43,55,female,sport,135271,54
1163,3.079576884,1.737482748,172,65,41,43,male,sport,247797,134
1164,1.486685935,1.873207385,86,19,28,29,male,sport,142930,58
1165,1.06013541,1.918309814,73,4,11,17,male,sport,242478,69
1166,1.282074741,2.405779281,30,1,28,7,female,sport,109784,27
1167,2.180828507,1.960324853,26,1,6,12,male,science,73777,23
1168,2.438493708,2.066020019,38,0,0,18,male,science,74658,34
1169,1.294013167,2.040373394,12,2,11,4,male,sport,83056,11
1170,1.756772288,2.190688016,137,18,33,56,female,sport,218575,127
1171,1.845694201,1.692215752,36,1,1,5,male,sport,52353,24
1172,1.482733866,1.922518582,124,5,18,35,male,sport,347116,62
1173,1.674880087,1.739450932,72,6,6,26,male,sport,75985,62
1174,2.541717566,1.981695046,46,25,34,43,male,sport,120687,46
1175,2.01716588,1.832602603,35,1,8,4,male,science,149005,32
1176,1.737445278,1.713666204,135,13,33,42,female,sport,158485,130
1177,1.402455786,1.788622393,59,0,6,2,female,science,54953,41
1178,1.639442867,2.373834884,141,1,20,37,female,sport,153020,135
1179,1.636660369,1.729573959,13,1,5,6,male,science,38902,12
1180,1.347106643,2.029455078,54,4,18,35,female,sport,341718,44
1181,1.239550909,2.228158585,71,5,39,85,male,sport,87135,64
1182,1.984757653,1.95238634,106,7,19,23,female,sport,61242,56
1183,2.561954224,1.982201947,48,8,35,9,male,science,87643,43
1184,1.26520989,2.10937061,90,10,22,34,male,science,85142,81
1185,1.887655274,1.906816795,120,25,40,148,female,science,108038,106
1186,0.971422278,2.265511201,62,2,0,19,female,science,135018,46
1187,2.058531432,2.017094978,31,2,3,9,female,literature,107069,23
1188,1.095232218,2.236766286,41,6,17,25,female,science,282727,38
1189,1.375622952,2.137720215,48,3,25,6,male,science,71442,41
1190,0.959074593,1.823970169,67,9,13,35,female,science,106994,53
1191,1.458846708,2.24729385,60,6,14,16,female,science,82486,61
1192,2.762464584,2.203701696,21,4,8,8,male,literature,105107,20
1193,1.43925814,1.833760989,67,5,5,23,female,science,86372,43
1194,1.337739783,1.887712581,61,3,30,39,male,sport,215991,40
1195,1.296185831,1.664926914,23,3,13,9,female,sport,94356,23
1196,2.293383305,2.099453068,28,6,7,1,male,science,144539,26
1197,2.528513701,2.422484163,263,7,41,32,male,science,223634,233
1198,2.528971645,1.959147917,27,2,8,0,female,sport,75719,24
1199,1.528258272,1.964215275,64,18,21,62,female,science,89178,56
1200,1.086244594,1.834920739,56,4,12,27,male,science,80786,52
1201,1.999789232,1.798530071,1552,22,38,67,female,literature,155277,166
1202,2.462274584,2.089003829,20,10,26,11,male,science,111093,19
1203,1.881125893,1.661089673,24,2,13,10,female,literature,90040,22
1204,1.643972395,2.142141645,181,2,9,32,female,sport,134828,94
1205,1.627123766,1.706313714,58,24,32,33,male,science,141897,50
1206,1.013372306,2.055165574,23,1,5,6,male,science,122695,22
1207,0.993958294,1.929871159,113,14,19,57,female,sport,139434,105
1208,1.207853962,2.270541767,39,3,17,9,male,science,111898,36
1209,1.352434211,2.218993567,56,3,17,29,female,literature,139858,53
1210,1.645022667,2.415672653,58,2,13,29,female,science,92719,56
1211,2.015456564,2.194534503,27,5,26,1,male,literature,31919,23
1212,1.117162146,1.823449594,76,7,10,8,female,science,120234,75
1213,1.358163258,2.170950594,12,0,23,0,female,literature,36678,10
1214,1.523566215,1.662249787,93,78,25,21,female,science,119805,85
1215,1.656455651,1.989297037,112,11,30,90,male,literature,74395,96
1216,0.95308091,2.0334697,59,10,25,37,male,sport,177661,44
1217,1.288212891,2.335137138,82,1,8,23,female,science,93504,73
1218,1.672708538,2.316073218,76,38,43,72,female,literature,116140,65
1219,1.568486022,2.244190511,49,2,2,4,male,science,73808,45
1220,1.46281399,1.907199671,18,15,10,6,female,literature,107724,18
1221,2.141711155,2.246776108,48,2,5,29,female,sport,117011,39
1222,2.10740534,2.221661674,708,15,47,57,female,science,131024,427
1223,2.637172692,1.86382639,21,14,26,10,male,sport,68463,18
1224,1.360804054,1.862203909,31,2,3,26,female,science,117962,28
1225,0.956229316,1.973375238,73,3,18,57,female,sport,122990,71
1226,0.982316608,2.150717898,185,5,5,32,female,science,115272,129
1227,1.757996658,1.754107088,55,2,7,8,female,science,151593,52
1228,1.757056658,2.152270082,60,3,10,13,female,sport,69398,57
1229,1.864533188,1.855961418,50,2,15,31,female,sport,185328,43
1230,1.660957859,1.765445525,184,6,9,34,female,science,46554,145
1231,0.967387485,1.876597555,31,2,11,37,female,sport,73270,29
1232,2.541860267,2.474952542,21,1,9,9,male,science,64389,21
1233,1.691829194,2.1241022,54,1,4,23,female,literature,118816,47
1234,1.345649666,1.742721439,44,0,5,26,female,sport,124668,34
1235,1.114426839,1.985768355,162,6,10,11,female,science,133306,107
1236,1.180055909,1.932444068,56,2,8,15,female,science,57448,52
1237,1.529808698,1.885837994,81,4,7,17,female,sport,72785,51
1238,1.662154778,2.028091685,23,0,0,8,female,literature,111695,21
1239,1.079203254,2.264895299,58,6,16,31,female,sport,118309,52
1240,1.657955661,1.988148864,33,1,15,28,female,science,72040,29
1241,0.982735831,1.785143712,64,9,38,36,female,science,185166,49
1242,1.441786129,2.251629167,6,4,11,4,male,science,19206,6
1243,1.40711714,2.213455262,27,0,10,23,female,sport,101148,28
1244,0.994672229,1.702748946,62,4,10,5,male,sport,40973,45
1245,1.550254891,2.008732133,36,4,9,113,female,science,74528,35
1246,1.774450976,2.14513637,25,8,15,3,male,sport,105595,17
1247,1.49721692,1.854748149,33,5,23,29,female,literature,69359,27
1248,1.782801228,2.180973899,35,2,14,8,female,literature,113917,31
1249,2.212954176,2.157717469,22,22,37,13,male,sport,56432,20
1250,2.596193697,2.182005815,18,5,14,4,male,science,137995,14
1251,1.331891579,1.991102418,245,4,17,30,female,science,79707,206
1252,1.516108402,2.072922488,43,12,28,12,female,science,71170,41
1253,1.940469817,2.107222234,77,1,13,36,female,literature,228861,67
1254,1.524719161,2.224208565,92,6,30,33,female,science,111296,90
1255,1.951702818,2.37197282,27,0,7,13,female,science,77423,27
1256,1.883045277,2.025314567,108,1,5,19,female,science,150165,105
1257,1.908903837,1.700223726,23,3,15,2,male,science,75172,19
1258,1.70372055,2.27411121,73,7,9,36,male,science,127119,60
1259,1.023863091,2.213288215,90,10,12,24,female,literature,134604,74
1260,0.987956501,2.321127473,23,3,15,32,male,science,130069,20
1261,1.032248216,2.160176083,125,0,8,53,female,sport,112465,112
1262,1.294992841,1.880980603,51,7,20,22,female,sport,120652,35
1263,0.999989079,2.177716158,53,5,8,22,female,sport,104061,46
1264,1.737074485,2.178968441,59,13,19,48,male,science,225628,52
1265,1.739351037,2.119369104,125,11,5,1,female,literature,34912,80
1266,1.81485172,1.807716917,85,10,19,62,female,science,157521,78
1267,1.698193637,1.873249435,86,10,25,44,female,sport,175832,82
1268,1.510864169,2.381037022,81,17,24,44,male,science,161191,73
1269,0.967216252,1.879982732,62,2,9,30,male,literature,93861,51
1270,1.176973054,2.259557113,65,9,29,14,female,sport,80388,47
1271,1.282967644,2.305760309,47,5,13,26,male,sport,95305,38
1272,2.39498108,2.165160189,34,5,17,9,male,sport,106645,31
1273,1.976481715,2.191778042,92,8,18,35,male,sport,162291,68
1274,1.752300448,2.013977022,57,8,22,28,female,sport,312433,44
1275,1.205975443,1.850021256,78,21,37,58,male,science,136954,68
1276,2.324206488,1.757137236,366,0,2,50,female,sport,64819,368
1277,2.436229802,1.845538299,118,12,18,6,male,sport,138133,57
1278,1.179021562,1.821947587,73,5,9,10,female,science,76078,57
1279,1.086411232,2.003601491,75,21,28,28,female,sport,170788,64
1280,1.53166591,2.497798623,67,15,12,21,female,science,84265,60
1281,2.010679674,1.990002092,74,2,68,16,female,sport,81906,53
1282,1.308078495,1.708369509,134,3,14,23,female,science,67254,58
1283,1.060140983,2.120952031,16,4,13,3,male,science,94243,14
1284,1.169495669,1.865364149,72,0,2,16,female,science,77212,47
1285,1.260849226,2.010629905,59,3,3,4,female,sport,145583,52
1286,2.047662578,2.12219168,49,17,38,65,male,sport,133504,48
1287,0.976249749,2.027459186,45,1,14,3,female,sport,60759,38
1288,0.976414308,1.836591668,10,0,3,0,female,sport,17904,9
1289,2.026765404,1.777330927,95,7,13,33,male,sport,137269,79
1290,2.231815749,1.696747891,54,4,9,25,female,sport,48963,46
1291,1.496877376,2.428587465,86,40,46,51,female,science,245600,81
1292,1.81031721,1.98927334,46,2,21,7,female,science,56302,43
1293,1.997615579,2.309671337,58,7,30,51,male,literature,182357,52
1294,2.231194543,1.998763153,399,2,197,41,female,sport,187279,272
1295,2.499897869,2.319864918,52,7,20,5,female,sport,123424,47
1296,2.260132568,2.194589984,72,3,6,40,female,sport,165869,67
1297,1.200274986,2.160846761,36,1,2,8,female,science,240866,27
1298,1.169923082,2.157938974,84,5,13,135,female,science,110271,72
1299,1.878908955,1.740124125,180,4,16,35,female,sport,123869,116
1300,1.814266465,1.720469893,66,1,15,18,female,science,63548,48
1301,1.814615594,1.91357874,70,10,24,46,male,sport,103509,65
1302,1.963884315,1.896015407,42,2,11,38,female,sport,51896,35
1303,2.221766552,2.114602101,62,6,28,5,male,sport,55054,61
1304,1.050384144,2.299426104,42,4,7,18,female,science,47841,36
1305,1.403834313,1.922143179,45,1,13,14,female,science,119926,43
1306,1.95179781,2.105410587,24,2,7,2,female,sport,63696,18
1307,1.984020768,1.924174352,28,1,1,5,male,science,118484,28
1308,1.759820788,1.79813489,88,6,7,35,female,science,78903,48
1309,1.351387148,2.403218909,215,1,9,32,female,science,96180,220
1310,1.544737512,1.934829272,98,3,3,31,female,sport,92211,90
1311,1.561275025,2.400838647,35,5,7,8,female,science,46547,32
1312,0.986890562,2.110694664,86,8,23,95,female,sport,142659,79
1313,1.387181483,2.276051811,71,4,12,13,female,science,87123,68
1314,2.052928803,2.169374392,35,2,11,9,female,science,101946,34
1315,1.619017762,1.862699901,49,4,6,12,female,science,3445,49
1316,1.015241463,1.826245258,27,1,6,19,male,sport,28831,26
1317,1.344098328,2.20868795,260,34,43,39,female,science,131782,187
1318,2.281137569,2.028810535,102,9,18,8,male,science,108674,65
1319,1.616980706,2.335967895,98,22,35,40,female,science,116715,89
1320,1.229879107,1.872022019,107,9,21,61,female,literature,118232,90
1321,2.639796735,2.365518731,76,13,46,29,male,sport,182462,69
1322,0.959340508,1.950825795,23,35,12,0,male,science,129208,12
1323,2.623190054,2.066921771,49,8,18,6,male,sport,58238,45
1324,1.086767671,1.866819311,28,3,3,9,male,sport,69709,25
1325,1.861996357,2.040836163,117,8,22,17,female,sport,307957,62
1326,1.466373228,2.262688837,131,2,13,13,female,science,135004,64
1327,1.574272091,2.324024421,56,0,12,21,male,science,152253,40
1328,1.704091773,1.83712471,64,2,13,8,female,sport,222865,61
1329,1.707564754,2.354417789,95,20,21,66,male,science,130861,78
1330,2.771966564,2.259086895,58,5,13,11,female,literature,127766,57
1331,1.096062373,2.070487931,42,12,30,24,male,science,132570,39
1332,2.49207002,1.867859483,509,7,20,17,female,sport,146443,260
1333,1.328987162,1.751539179,106,1,5,23,female,science,74721,54
1334,2.136481071,2.026846909,1188,21,25,46,female,science,220212,866
1335,2.125167705,1.651481243,26,10,31,6,male,sport,324174,23
1336,2.260498532,1.868913704,142,6,30,33,male,science,286217,131
1337,1.528103554,1.700223726,21,0,1,5,male,sport,134378,19
1338,2.509330023,1.901703264,30,1,8,6,male,science,11495,28
1339,1.63618687,2.227478039,87,21,48,39,male,science,237390,71
1340,1.120648594,1.778009231,105,17,25,31,male,literature,65787,75
1341,2.412221251,1.866546759,39,0,10,9,female,science,99962,31
1342,1.555352728,2.220794974,48,2,10,33,male,sport,167562,45
1343,2.137163818,1.719558003,38,7,2,1,male,sport,79997,36
1344,1.827001753,1.790894926,1001,16,22,34,male,sport,158533,447
1345,2.416366935,1.923473103,57,22,18,19,male,sport,117521,49
1346,1.392586782,2.331947259,53,14,22,12,female,science,135742,45
1347,1.218918243,1.745245617,82,0,7,23,female,science,130441,64
1348,1.957549487,1.70438116,136,6,10,32,female,sport,133999,112
1349,1.277183244,1.78652178,41,2,17,8,female,literature,67203,35
1350,0.998254569,1.842370993,11,2,8,0,female,sport,2780,7
1351,0.963335546,2.200017259,64,0,6,5,female,literature,78553,60
1352,1.920556388,2.318369254,30,11,8,3,female,science,176166,29
1353,1.355858955,1.711536286,109,3,8,18,female,science,98509,65
1354,2.196488435,2.071505303,597,428,22,25,female,science,105151,131
1355,1.644742556,1.786327494,165,9,27,28,female,science,144063,161
1356,1.377277371,2.11325432,151,2,10,22,male,literature,121090,81
1357,1.182100847,2.179768151,1386,7,10,33,female,science,200640,830
1358,1.019646301,2.264356988,118,1,7,33,female,science,67125,74
1359,1.627551397,1.708759054,856,8,11,45,female,science,103065,516
1360,0.994268898,2.087527787,113,13,24,78,female,science,137145,82
1361,0.594073486,2.190963615,79,11,15,48,male,sport,107320,69
1362,0.101066964,1.922023143,13,1,4,1,female,literature,21301,13
1363,0.118097055,1.887646908,78,5,28,16,female,literature,224021,64
1364,0.695701493,2.394767018,88,15,27,38,female,literature,64831,79
1365,0.082836553,1.722266312,20,1,3,0,female,science,5893,18
1366,0.190519413,2.21302724,163,23,16,34,female,science,215815,117
1367,0.832782083,1.69260226,42,5,12,21,male,literature,122224,38
1368,0.469557293,1.808933258,57,1,6,13,female,sport,59829,29
1369,0.713916227,2.390874899,76,2,18,37,female,science,89787,76
1370,0.639893742,1.805803416,181,8,21,24,female,science,93404,138
1371,0.393377683,1.791373523,87,6,7,29,female,literature,147755,56
1372,0.736938997,1.904602117,67,4,12,12,female,science,76192,49
1373,0.487122342,2.097064565,73,2,3,4,female,science,115480,65
1374,0.078605305,1.830627131,134,13,14,22,female,science,88659,72
1375,0.939503413,1.689948975,44,3,10,12,female,literature,77021,38
1376,0.585923894,1.674398693,28,4,6,5,male,sport,7438,28
1377,0.782954244,2.329793115,39,8,12,0,female,science,39657,39
1378,0.555904847,1.997154862,75,11,22,15,female,sport,200453,68
1379,0.384992472,1.727396674,37,2,2,0,female,science,6415,28
1380,0.569474144,1.810087503,95,9,14,4,female,sport,123296,70
1381,0.46081448,2.280945814,37,2,4,2,female,literature,98918,31
1382,0.894107184,1.71293504,58,0,1,2,male,science,128291,25
1383,0.653561023,1.981937064,33,0,2,22,female,literature,132106,30
1384,0.804487064,2.018049767,77,5,24,44,female,literature,83539,71
1385,0.757218255,2.133387491,18,0,0,3,female,science,165304,17
1386,0.858106081,2.239131752,78,10,19,3,female,literature,130682,74
1387,0.344311352,2.130889448,73,12,13,9,female,literature,94146,63
1388,0.679992091,2.532993177,51,0,6,11,female,literature,85798,45
1389,0.155870919,2.149817709,78,3,12,40,female,science,206078,65
1390,0.492410921,1.823067982,11,0,2,0,male,science,1927,11
1391,0.368264937,1.901145311,59,10,10,8,female,sport,82325,55
1392,0.072016472,2.174677264,54,3,19,38,male,literature,100643,48
1393,0.072275812,1.861048844,36,3,11,6,female,literature,73596,31
1394,0.721365223,2.193466072,55,3,15,16,female,science,132103,50
1395,0.933553741,1.799015733,84,4,12,30,female,sport,155071,81
1396,0.890042471,1.745090147,101,11,9,40,female,science,83411,87
1397,0.84701577,1.72963991,184,62,109,104,male,sport,182953,154
1398,0.798905418,2.167331909,59,4,10,28,female,science,106898,56
1399,0.628415301,2.326753273,120,2,15,9,female,science,143025,110
1400,0.80188589,1.745765831,52,42,30,4,male,science,23819,51
1401,0.750247862,1.784941765,188,7,13,44,female,science,73978,151
1402,0.472358812,2.063202513,24,5,15,25,male,sport,98835,19
1403,0.701923336,1.796674428,69,10,22,8,female,sport,73541,64
1404,0.887417927,2.222308341,71,2,3,7,female,sport,44517,51
1405,0.714350789,2.285129632,32,11,13,49,male,science,110690,23
1406,0.527808101,2.107098288,115,3,14,27,female,science,152984,98
1407,0.216396932,1.800742614,64,20,26,34,female,science,55067,52
1408,0.342341651,2.208723036,248,6,24,55,female,science,235219,221
1409,0.879341931,1.959627033,59,0,12,63,female,literature,68203,39
1410,0.544847239,2,4,9,10,9,male,sport,198594,4
1411,0.484799178,1.956273064,90,1,1,5,male,sport,206475,43
1412,0.532040465,1.91558502,46,17,20,16,male,science,85370,44
1413,0.936272569,1.79608856,37,3,12,24,male,science,186239,36
1414,0.94738419,2.03505706,63,6,31,25,male,science,139744,52
1415,0.530898802,1.726547074,46,4,22,3,female,sport,90527,36
1416,0.664969893,1.971747257,12,0,0,0,male,science,29891,11
1417,0.63983097,1.956891954,40,6,5,19,male,sport,83581,33
1418,0.529360865,1.842370993,6,2,7,20,male,science,138172,7
1419,0.894894896,2.342571856,73,9,18,37,male,science,95732,65
1420,0.205592508,1.752715279,21,0,0,0,female,science,16955,9
1421,0.796986319,1.856386457,253,19,26,57,female,literature,144662,233
1422,0.845010409,1.789843274,87,9,18,25,female,science,166270,63
1423,0.626887696,2.006382806,95,6,18,17,male,science,106730,62
1424,0.12565805,2.139742325,30,3,4,27,male,sport,160783,29
1425,0.671916844,1.826036291,40,22,22,32,male,sport,98925,37
